airtable_id,lot_id,item_name_mat,qty,unit_size,status,parents_json,operator,created_at,use_by,action,item_category_mat,process_type_mat,strain_species_strain_mat,vendor_name_mat,lc_volume_ml,output_count,fruiting_goal,flush_no,harvest_weight_g,notes,syringe_count,source_type,vendor_name,vendor_batch,received_date,total_volume_ml,ui_error,ui_error_at,remaining_volume_ml,fresh_tray_count,frozen_tray_count,casing_applied_at,casing_notes,casing_qty_used_g,label_template,override_inoc_time,inoculated_at,override_spawn_time,spawned_at,sterilized_at,plate_count,plate_group_id,retired_at,beganfruiting_at,firstharvested_at,lastharvested_at
recTc21kOdqurPWA6,LOT-260516-PWA6,Small Masters Mix 75/25,1,3,Consumed,"[""reczGlHa8hPAsBAWG"",""receKsMVYjaL62j1M"",""reciU4mkgIJc6FKss"",""recOttOwiJVMomq3g"",""rec7WBWmi2WlMyQRo""]",,2026-05-16T23:43:53.000Z,2026-08-16,,fruiting_block,,Chestnut,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:43:52.540Z,,,,,,,
recTdtwLo8Msk7ahC,LOT-260616-7ahC,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recTpUSLyilzSM2al,LOT-260505-M2al,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recUX1QIUlhokWpq4,LOT-260616-Wpq4,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recUpUMZX90wXzMhx,LOT-260616-zMhx,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recVOPcWL1YW7PM88,LOT-260616-PM88,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recVXZFzKKBMswEVx,LOT-260616-wEVx,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recVmJ4C36kVJSSSS,LOT-260422-SSSS,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recVsy0u54gksu1m6,LOT-260514-u1m6,Small Masters Mix 75/25,1,3.125,Fridge,"[""recuSnbtiyiw1dGby"",""recJz8yt01j49RSHr"",""rec5BdDEQYlvMjLLa"",""recTpUSLyilzSM2al"",""recf9jzuiq6eQ6Erq""]",,2026-05-14T21:12:10.000Z,2026-08-14,,fruiting_block,,Red Reishi,,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:12:09.694Z,,,,,,,
recVw4JQHpPp2eA3m,LOT-260616-eA3m,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recX902iBxTkrkqnJ,LOT-260616-kqnJ,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recYWNToc4VtBYeKF,LOT-260505-YeKF,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recYxO1hew8XvwllH,LOT-260523-wllH,Wild Bird Seed,1,2,Sterilized,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recYzX9StSx6mBAFW,LOT-260616-BAFW,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recZpMQRv6kkccQ13,LOT-260512-cQ13,Cordyceps B,1,500,Fruiting,,,2026-05-12T15:21:55.000Z,2026-08-12,,cordyceps_substrate,Sterilize,Cordyceps,Fungaia,,,,,,,,,Fungaia,,,510,,,510,,,,,,Cordyceps_Substrate_Inoculated,,2026-05-12T15:39:54.277Z,,,2026-05-12T15:21:55.005Z,,,,,,
recZveGev49KRYxJc,LOT-260616-YxJc,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recb9RqSMSDn0u4yX,LOT-260616-u4yX,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recbq71hCdjx29Aj6,LOT-260424-9Aj6,Wild Bird Seed,1,2,Fridge,,operator1.email.address@mybusiness.com,2026-04-24T20:23:04.000Z,2026-08-12,,grain,Sterilize,Pink Oyster,Fungaia,,,,,,,,,Fungaia,,,3,,,3,,,,,,Grain_Inoculated,,2026-05-12T19:39:03.688Z,,,2026-04-24T07:30:00.000Z,,,,,,
recbts1INAJgT81m9,LOT-260422-81m9,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recciEYi9p1bEiMg3,LOT-260514-iMg3,Small Masters Mix 75/25,1,3.125,Consumed,"[""recuSnbtiyiw1dGby"",""recJz8yt01j49RSHr"",""rec5BdDEQYlvMjLLa"",""recTpUSLyilzSM2al"",""recf9jzuiq6eQ6Erq""]",,2026-05-14T21:12:10.000Z,2026-08-14,,fruiting_block,,Red Reishi,,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:12:09.694Z,,,,,,,
reccpxS1qoNaA7LZS,LOT-260505-7LZS,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recdOwo3Jb2RxBaPA,LOT-260422-BaPA,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recdR544DMHw0OCg9,LOT-260525-OCg9,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
receKsMVYjaL62j1M,LOT-260505-2j1M,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
receL0vTHMoY5B30M,LOT-260505-B30M,Masters Mix 75/25,1,2.5,Sterilized,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
receXyX0xRj94sHQo,LOT-260519-sHQo,Masters Mix 75/25,1,7.5,Sterilized,,operator1.email.address@mybusiness.com,2026-05-19T18:36:16.000Z,2026-08-19,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-19T18:36:15.927Z,,,,,,
recemSvu9sx45u6uG,LOT-260422-u6uG,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recesxUAkb8ra5bJ9,LOT-260512-5bJ9,Large Masters Mix 75/25,1,8.5,Fruiting,"[""rech0qZ2yxBuRp6PG"",""recoq3GtzlaJgRlTv"",""recqW57em6RYPCwpC""]",,2026-05-12T22:44:07.000Z,2026-08-12,,fruiting_block,,Black Pearl King Oyster,MYYCO,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-12T22:44:07.044Z,,,,,,,
recf3lihSPXKCR8ul,LOT-260616-R8ul,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recf78QHDAJVibt2m,LOT-260422-bt2m,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
recf9jzuiq6eQ6Erq,LOT-260505-6Erq,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recfCCE3M1nfURJUG,LOT-260512-RJUG,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recD4AvVh3IR6kRcB"",""recuajxFdFVzxlEno"",""rec3aFjbJbpXVHgKt""]",,2026-05-12T22:44:32.000Z,2026-08-12,,fruiting_block,,Pink Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-12T22:44:31.923Z,,,,,,,
recfGPOZJ9R0N6QWZ,LOT-260424-6QWZ,Wild Bird Seed,1,2,Fridge,,operator1.email.address@mybusiness.com,2026-04-24T20:23:02.000Z,2026-08-12,,grain,Sterilize,Black Pearl King Oyster,MYYCO,,,,,,,,,MYYCO,,,3,,,3,,,,,,Grain_Inoculated,,2026-05-12T19:38:04.259Z,,,2026-04-24T07:30:00.000Z,,,,,,
recfbfYDnPBFZZhO4,LOT-260422-ZhO4,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
recfyskUzH5JuKLen,LOT-260514-KLen,Small Masters Mix 75/25,1,3,Consumed,"[""recLoXkq9vU3mIoq5"",""recNDYavtetW88UqV"",""recAAC2kv0zNKzRKP"",""reccpxS1qoNaA7LZS"",""rectV8TtEqO3K2xYB""]",,2026-05-14T21:13:10.000Z,2026-08-14,,fruiting_block,,Blue Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:13:09.760Z,,,,,,,
rech0qZ2yxBuRp6PG,LOT-260424-p6PG,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-04-24T20:23:02.000Z,2026-07-24,,grain,Sterilize,Black Pearl King Oyster,MYYCO,,2,Side,,,,,,MYYCO,,,5,,,5,,,,,,Grain_Inoculated,,2026-04-24T20:27:54.898Z,,,2026-04-24T07:30:00.000Z,,,,,,
rech6IJdPJWsC0dG2,LOT-260516-0dG2,Large Masters Mix 75/25,1,8.75,Fruiting,"[""recgWMysdYiUFE1Zx"",""recsWGK6tQySmWo75"",""reclFAvDlpJO8azHu""]",,2026-05-16T23:41:25.000Z,2026-08-16,,fruiting_block,,Bronze Reishi,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:41:24.641Z,,,,,,,
rechQQL5EDBWzMDPZ,LOT-260505-MDPZ,Masters Mix 75/25,1,7.5,Sterilized,,,2026-05-05T22:23:50.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:23:00.000Z,,,,,,
rechupBWHW7wvvvi2,LOT-260525-vvi2,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reciU4mkgIJc6FKss,LOT-260505-FKss,Masters Mix 75/25,1,2.5,Consumed,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
reciaGUcYWidRaWgY,LOT-260525-aWgY,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recieeYRLAxwYee43,LOT-260525-ee43,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recjTIARzcX2gD1wk,LOT-260616-D1wk,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjhbP4JCObDhf9a,LOT-260616-hf9a,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjmQ6o5mMj1j5HT,LOT-260616-j5HT,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjy3YgBfr8f05m3,LOT-260512-05m3,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recD4AvVh3IR6kRcB"",""recuajxFdFVzxlEno"",""rec3aFjbJbpXVHgKt""]",,2026-05-12T22:44:32.000Z,2026-08-12,,fruiting_block,,Pink Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-12T22:44:31.923Z,,,,,,,
reckCHukFli6qC7k1,LOT-260616-C7k1,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
reckhPRgdLf9aoeDs,LOT-260523-oeDs,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
reckyhMPQqyTr01QY,LOT-260616-01QY,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recl8VVMisVezhGMf,LOT-260616-hGMf,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
reclCvNJMD8FJfL1i,LOT-260516-fL1i,Large Masters Mix 75/25,1,8.5,Fruiting,"[""recXixSeVeJ0qvSKm"",""recH1dIOStyZTzHlJ"",""recUDqhCr8diCbSev""]",,2026-05-16T23:40:26.000Z,2026-08-16,,fruiting_block,,Red Reishi,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:40:25.957Z,,,,,,,
reclJVNXn9xlhyf6e,LOT-260525-yf6e,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reclUDdKx5lIDRBYM,LOT-260525-RBYM,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reclWVizrtEad5KWo,LOT-260616-5KWo,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
reclrahfJlM1s4q79,LOT-260422-4q79,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
recltKTZAYYi8ZNah,LOT-260616-ZNah,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recm4aVHlbHuHSjOy,LOT-260523-SjOy,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recm7xuUoTBpD5Jhg,LOT-260523-5Jhg,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recmEHYvKiwEBlOND,LOT-260616-lOND,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recmFku57yRtfqkub,LOT-260505-qkub,Masters Mix 75/25,1,2.5,Sterilized,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recmHotH3ZmsQ0bmb,LOT-260523-0bmb,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recnRHteTCMhCvAwX,LOT-260505-vAwX,Masters Mix 75/25,1,7.5,Sterilized,,,2026-05-05T22:23:50.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:23:00.000Z,,,,,,
recnit1zd11kzpWFu,LOT-260523-pWFu,Wild Bird Seed,1,2,Sterilized,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
reco0ji1b2KjEthzB,LOT-260513-thzB,Cordyceps A,1,500,Fruiting,,,2026-05-13T16:47:37.000Z,2026-08-13,,cordyceps_substrate,Sterilize,Cordyceps,Fungaia,,,,,,,,,Fungaia,,,505,,,505,,,,,,Cordyceps_Substrate_Inoculated,,2026-05-13T16:55:46.935Z,,,2026-05-13T16:47:37.020Z,,,,,,
recoMnoCnqoiyOWxE,LOT-260523-OWxE,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recoOuXzylqA7OsBY,LOT-260523-OsBY,Wild Bird Seed,1,2,Sterilized,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recojnsaBCokDaYHE,LOT-260616-aYHE,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recp7KLAsLcPgLVDJ,LOT-260505-LVDJ,Masters Mix 75/25,1,2.5,Sterilized,,,2026-05-05T22:22:15.000Z,2026-08-05,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-05T22:22:14.543Z,,,,,,
recpxC1yDCvcXuozn,LOT-260523-uozn,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recpyoMscyvYIHr1i,LOT-260523-Hr1i,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recq1yPnG1f0YeI3r,LOT-260525-eI3r,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recqLMWPvTT4sgKgn,LOT-260523-gKgn,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recqMNUgmuxJEtc95,LOT-260616-tc95,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recqbm3Ixcwx2z7LC,LOT-260422-z7LC,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
recr1rvouT9jQsJrg,LOT-260516-sJrg,Small Masters Mix 75/25,1,3,Fridge,"[""recmoNKT8WMOQEWKD"",""recFA07XISHru06Wa"",""recCFIoJHnO8pa5cp"",""recMWmMAomB9DcFaY"",""recYWNToc4VtBYeKF""]",,2026-05-16T23:42:38.000Z,2026-08-16,,fruiting_block,,Pearl Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:42:37.622Z,,,,,,,
recrMH17yDNn5ss2b,LOT-260525-ss2b,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recrkyWbwznqR7VCl,LOT-260422-7VCl,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recrntJHWnUkJrBSj,LOT-260525-rBSj,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recrq4Q4GXjh1lhJv,LOT-260516-lhJv,Small Masters Mix 75/25,1,3,Colonizing,"[""reczGlHa8hPAsBAWG"",""receKsMVYjaL62j1M"",""reciU4mkgIJc6FKss"",""recOttOwiJVMomq3g"",""rec7WBWmi2WlMyQRo""]",,2026-05-16T23:43:53.000Z,2026-08-16,,fruiting_block,,Chestnut,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:43:52.540Z,,,,,,,
recs0tBnIc1u0qCB0,LOT-260616-qCB0,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recsHHh3LrQE1oq7L,LOT-260523-oq7L,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recsJCoALrwVWC5J7,LOT-260422-C5J7,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
recsSVjSB0VdvdEWS,LOT-260422-dEWS,Coco Verm Gypsum,1,2.5,Pasteurized,,,2026-04-22T12:28:53.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:28:52.942Z,,,,,,
recsV7dwpD1t51wJo,LOT-260516-1wJo,Small Masters Mix 75/25,1,3,Colonizing,"[""reczGlHa8hPAsBAWG"",""receKsMVYjaL62j1M"",""reciU4mkgIJc6FKss"",""recOttOwiJVMomq3g"",""rec7WBWmi2WlMyQRo""]",,2026-05-16T23:43:53.000Z,2026-08-16,,fruiting_block,,Chestnut,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:43:52.540Z,,,,,,,
rect9v6eCh9hP1Rlv,LOT-260422-1Rlv,Coco Verm Gypsum,1,5,Consumed,,,2026-04-22T12:29:05.000Z,2026-07-22,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22T12:29:05.101Z,,,,,,
